,img_name,WnID,bboxes,sample,pixel_w,pixel_h,Species,box_coords,n_boxes
8031,n01672611_1489,n01672611,False,train,120,88,Smooth Softshell,,
8032,n01672611_1507,n01672611,False,test,356,245,Smooth Softshell,,
8033,n01672611_1538,n01672611,False,test,669,382,Smooth Softshell,,
8034,n01672611_1569,n01672611,False,test,119,68,Smooth Softshell,,
8035,n01672611_1573,n01672611,False,test,565,384,Smooth Softshell,,
8036,n01672611_1575,n01672611,False,train,208,144,Smooth Softshell,,
8037,n01672611_1585,n01672611,False,test,250,214,Smooth Softshell,,
8038,n01672611_1589,n01672611,False,train,100,76,Smooth Softshell,,
8039,n01672611_1591,n01672611,False,train,200,141,Smooth Softshell,,
8040,n01672611_1595,n01672611,False,train,285,200,Smooth Softshell,,
8041,n01672611_1617,n01672611,False,test,98,65,Smooth Softshell,,
8042,n01672611_1635,n01672611,False,train,285,200,Smooth Softshell,,
8043,n01672611_1638,n01672611,False,train,119,78,Smooth Softshell,,
8044,n01672611_1640,n01672611,False,train,220,147,Smooth Softshell,,
8045,n01672611_1652,n01672611,False,train,75,75,Smooth Softshell,,
8046,n01672611_1700,n01672611,False,train,150,113,Smooth Softshell,,
8047,n01672611_1734,n01672611,False,train,698,374,Smooth Softshell,,
8048,n01672611_1745,n01672611,False,train,1024,768,Smooth Softshell,,
8049,n01672611_1759,n01672611,False,train,150,97,Smooth Softshell,,
8050,n01672611_1762,n01672611,False,train,460,308,Smooth Softshell,,
8051,n01672611_1773,n01672611,False,val,200,150,Smooth Softshell,,
8052,n01672611_1786,n01672611,False,train,436,310,Smooth Softshell,,
8053,n01672611_1802,n01672611,False,val,160,146,Smooth Softshell,,
8054,n01672611_1828,n01672611,False,train,107,71,Smooth Softshell,,
8055,n01672611_1832,n01672611,False,val,440,280,Smooth Softshell,,
8056,n01672611_1874,n01672611,False,val,281,187,Smooth Softshell,,
8057,n01672611_1878,n01672611,False,test,250,238,Smooth Softshell,,
8058,n01672611_1893,n01672611,False,train,450,353,Smooth Softshell,,
8059,n01672611_1912,n01672611,False,train,1024,768,Smooth Softshell,,
8060,n01672611_1948,n01672611,False,val,800,600,Smooth Softshell,,
8061,n01672611_1972,n01672611,False,train,250,173,Smooth Softshell,,
8062,n01672611_1980,n01672611,False,train,220,148,Smooth Softshell,,
8063,n01672611_1985,n01672611,False,train,400,297,Smooth Softshell,,
8064,n01672611_1995,n01672611,False,train,352,288,Smooth Softshell,,
8065,n01672611_2022,n01672611,False,train,200,150,Smooth Softshell,,
8066,n01672611_2049,n01672611,False,test,150,100,Smooth Softshell,,
8067,n01672611_2051,n01672611,False,train,190,138,Smooth Softshell,,
8068,n01672611_2066,n01672611,False,train,98,65,Smooth Softshell,,
8069,n01672611_2067,n01672611,False,test,188,188,Smooth Softshell,,
8070,n01672611_2085,n01672611,False,train,607,409,Smooth Softshell,,
8071,n01672611_2087,n01672611,False,train,182,236,Smooth Softshell,,
8072,n01672611_2096,n01672611,False,train,500,333,Smooth Softshell,,
8073,n01672611_2118,n01672611,False,train,400,300,Smooth Softshell,,
8074,n01672611_2129,n01672611,False,val,130,85,Smooth Softshell,,
8075,n01672611_2137,n01672611,False,train,121,185,Smooth Softshell,,
8076,n01672611_2146,n01672611,False,val,585,497,Smooth Softshell,,
8077,n01672611_2181,n01672611,False,train,640,456,Smooth Softshell,,
8078,n01672611_2200,n01672611,False,train,220,147,Smooth Softshell,,
8079,n01672611_2217,n01672611,False,test,600,395,Smooth Softshell,,
8080,n01672611_2257,n01672611,False,train,600,400,Smooth Softshell,,
8081,n01672611_2261,n01672611,False,val,81,61,Smooth Softshell,,
8082,n01672611_2285,n01672611,False,val,350,232,Smooth Softshell,,
8083,n01672611_2309,n01672611,False,test,240,180,Smooth Softshell,,
8084,n01672611_2364,n01672611,False,val,400,300,Smooth Softshell,,
8085,n01672611_2445,n01672611,False,train,130,78,Smooth Softshell,,
8086,n01672611_2496,n01672611,False,train,320,218,Smooth Softshell,,
8087,n01672611_2506,n01672611,False,val,924,800,Smooth Softshell,,
8088,n01672611_2518,n01672611,False,train,450,339,Smooth Softshell,,
8089,n01672611_2522,n01672611,False,val,450,329,Smooth Softshell,,
8090,n01672611_2670,n01672611,False,test,480,360,Smooth Softshell,,
8091,n01672611_2688,n01672611,False,val,241,173,Smooth Softshell,,
8092,n01672611_2710,n01672611,False,test,400,300,Smooth Softshell,,
8093,n01672611_2712,n01672611,False,train,100,66,Smooth Softshell,,
8094,n01672611_2739,n01672611,False,train,360,216,Smooth Softshell,,
8095,n01672611_2744,n01672611,False,train,600,426,Smooth Softshell,,
8096,n01672611_2745,n01672611,False,val,100,66,Smooth Softshell,,
8097,n01672611_2752,n01672611,False,train,528,388,Smooth Softshell,,
8098,n01672611_2788,n01672611,False,train,160,106,Smooth Softshell,,
8099,n01672611_2839,n01672611,False,train,486,299,Smooth Softshell,,
8100,n01672611_2853,n01672611,False,train,301,160,Smooth Softshell,,
8101,n01672611_454,n01672611,False,train,500,333,Smooth Softshell,,
8102,n01672611_1342,n01672611,False,train,500,379,Smooth Softshell,,
8103,n01672611_1870,n01672611,False,train,500,333,Smooth Softshell,,
8104,n01672611_2328,n01672611,False,val,500,333,Smooth Softshell,,
8105,n01672611_2824,n01672611,False,train,500,333,Smooth Softshell,,
8106,n01672432_12,n01672432,False,test,200,150,Spiny Softshell,,
8107,n01672432_32,n01672432,False,test,314,234,Spiny Softshell,,
8108,n01672432_33,n01672432,False,train,280,202,Spiny Softshell,,
8109,n01672432_80,n01672432,False,val,768,512,Spiny Softshell,,
8110,n01672432_86,n01672432,False,val,283,183,Spiny Softshell,,
8111,n01672432_92,n01672432,False,test,190,143,Spiny Softshell,,
8112,n01672432_110,n01672432,False,val,550,361,Spiny Softshell,,
8113,n01672432_115,n01672432,False,val,242,281,Spiny Softshell,,
8114,n01672432_125,n01672432,False,test,130,98,Spiny Softshell,,
8115,n01672432_135,n01672432,False,test,158,101,Spiny Softshell,,
8116,n01672432_145,n01672432,False,test,323,246,Spiny Softshell,,
8117,n01672432_149,n01672432,False,train,300,163,Spiny Softshell,,
8118,n01672432_152,n01672432,False,train,504,335,Spiny Softshell,,
8119,n01672432_167,n01672432,False,train,437,363,Spiny Softshell,,
8120,n01672432_216,n01672432,False,val,504,406,Spiny Softshell,,
8121,n01672432_232,n01672432,False,val,124,82,Spiny Softshell,,
8122,n01672432_263,n01672432,False,train,250,228,Spiny Softshell,,
8123,n01672432_306,n01672432,False,val,725,484,Spiny Softshell,,
8124,n01672432_345,n01672432,False,train,600,450,Spiny Softshell,,
8125,n01672432_354,n01672432,False,train,143,95,Spiny Softshell,,
8126,n01672432_371,n01672432,False,test,100,75,Spiny Softshell,,
8127,n01672432_373,n01672432,False,test,138,96,Spiny Softshell,,
8128,n01672432_425,n01672432,False,train,100,67,Spiny Softshell,,
8129,n01672432_445,n01672432,False,val,768,468,Spiny Softshell,,
8130,n01672432_455,n01672432,False,val,458,500,Spiny Softshell,,
8131,n01672432_473,n01672432,False,train,150,112,Spiny Softshell,,
8132,n01672432_500,n01672432,False,test,535,800,Spiny Softshell,,
8133,n01672432_508,n01672432,False,train,190,127,Spiny Softshell,,
8134,n01672432_519,n01672432,False,train,130,98,Spiny Softshell,,
8135,n01672432_554,n01672432,False,train,130,87,Spiny Softshell,,
8136,n01672432_555,n01672432,False,test,2500,1674,Spiny Softshell,,
8137,n01672432_563,n01672432,False,train,120,86,Spiny Softshell,,
8138,n01672432_583,n01672432,False,train,500,386,Spiny Softshell,,
8139,n01672432_585,n01672432,False,train,640,480,Spiny Softshell,,
8140,n01672432_595,n01672432,False,train,261,150,Spiny Softshell,,
8141,n01672432_648,n01672432,False,train,640,432,Spiny Softshell,,
8142,n01672432_650,n01672432,False,val,138,98,Spiny Softshell,,
8143,n01672432_670,n01672432,False,val,320,216,Spiny Softshell,,
8144,n01672432_677,n01672432,False,train,150,178,Spiny Softshell,,
8145,n01672432_741,n01672432,False,train,220,147,Spiny Softshell,,
8146,n01672432_764,n01672432,False,train,350,232,Spiny Softshell,,
8147,n01672432_767,n01672432,False,test,600,403,Spiny Softshell,,
8148,n01672432_780,n01672432,False,test,500,375,Spiny Softshell,,
8149,n01672432_800,n01672432,False,test,426,349,Spiny Softshell,,
8150,n01672432_845,n01672432,False,train,300,186,Spiny Softshell,,
8151,n01672432_886,n01672432,False,train,240,180,Spiny Softshell,,
8152,n01672432_933,n01672432,False,val,300,187,Spiny Softshell,,
8153,n01672432_944,n01672432,False,train,2272,1704,Spiny Softshell,,
8154,n01672432_966,n01672432,False,train,400,200,Spiny Softshell,,
8155,n01672432_993,n01672432,False,train,252,169,Spiny Softshell,,
8156,n01672432_1006,n01672432,False,test,579,400,Spiny Softshell,,
8157,n01672432_1023,n01672432,False,train,594,516,Spiny Softshell,,
8158,n01672432_1034,n01672432,False,test,188,117,Spiny Softshell,,
8159,n01672432_1062,n01672432,False,train,500,349,Spiny Softshell,,
8160,n01672432_1093,n01672432,False,train,200,150,Spiny Softshell,,
8161,n01672432_1226,n01672432,False,train,529,349,Spiny Softshell,,
8162,n01672432_1248,n01672432,False,test,398,300,Spiny Softshell,,
8163,n01672432_1261,n01672432,False,train,288,215,Spiny Softshell,,
8164,n01672432_1262,n01672432,False,test,400,269,Spiny Softshell,,
8165,n01672432_1275,n01672432,False,train,218,120,Spiny Softshell,,
8166,n01672432_1279,n01672432,False,train,150,113,Spiny Softshell,,
8167,n01672432_1283,n01672432,False,train,75,100,Spiny Softshell,,
8168,n01672432_1293,n01672432,False,val,200,150,Spiny Softshell,,
8169,n01672432_1330,n01672432,False,train,220,147,Spiny Softshell,,
8170,n01672432_1340,n01672432,False,train,288,180,Spiny Softshell,,
8171,n01672432_1385,n01672432,False,train,89,100,Spiny Softshell,,
8172,n01672432_1459,n01672432,False,test,130,93,Spiny Softshell,,
8173,n01672432_1519,n01672432,False,test,300,198,Spiny Softshell,,
8174,n01672432_1625,n01672432,False,train,200,200,Spiny Softshell,,
8175,n01672432_1627,n01672432,False,train,750,500,Spiny Softshell,,
8176,n01672432_1628,n01672432,False,train,334,250,Spiny Softshell,,
8177,n01672432_1669,n01672432,False,train,650,456,Spiny Softshell,,
8178,n01672432_1742,n01672432,False,test,565,384,Spiny Softshell,,
8179,n01672432_1768,n01672432,False,train,285,200,Spiny Softshell,,
8180,n01672432_1770,n01672432,False,val,400,222,Spiny Softshell,,
8181,n01672432_1848,n01672432,False,train,125,88,Spiny Softshell,,
8182,n01672432_1923,n01672432,False,train,125,88,Spiny Softshell,,
8183,n01672432_1970,n01672432,False,train,160,132,Spiny Softshell,,
8184,n01672432_1981,n01672432,False,train,400,300,Spiny Softshell,,
8185,n01672432_2000,n01672432,False,test,300,225,Spiny Softshell,,
8186,n01672432_2011,n01672432,False,val,1797,1189,Spiny Softshell,,
8187,n01672432_2023,n01672432,False,train,400,300,Spiny Softshell,,
8188,n01672432_2054,n01672432,False,val,125,72,Spiny Softshell,,
8189,n01672432_2079,n01672432,False,test,170,145,Spiny Softshell,,
8190,n01672432_2108,n01672432,False,val,295,222,Spiny Softshell,,
8191,n01672432_2122,n01672432,False,test,100,75,Spiny Softshell,,
8192,n01672432_2135,n01672432,False,train,475,330,Spiny Softshell,,
8193,n01672432_2137,n01672432,False,train,400,297,Spiny Softshell,,
8194,n01672432_2158,n01672432,False,train,286,188,Spiny Softshell,,
8195,n01672432_2181,n01672432,False,train,800,532,Spiny Softshell,,
8196,n01672432_2182,n01672432,False,train,150,99,Spiny Softshell,,
8197,n01672432_2214,n01672432,False,val,130,87,Spiny Softshell,,
8198,n01672432_2216,n01672432,False,test,99,67,Spiny Softshell,,
8199,n01672432_2219,n01672432,False,train,552,416,Spiny Softshell,,
8200,n01672432_2220,n01672432,False,train,900,600,Spiny Softshell,,
8201,n01672432_2239,n01672432,False,test,200,150,Spiny Softshell,,
8202,n01672432_2245,n01672432,False,train,800,536,Spiny Softshell,,
8203,n01672432_2277,n01672432,False,train,350,198,Spiny Softshell,,
8204,n01672432_2278,n01672432,False,train,190,138,Spiny Softshell,,
8205,n01672432_2283,n01672432,False,train,130,87,Spiny Softshell,,
8206,n01672432_2309,n01672432,False,val,160,157,Spiny Softshell,,
8207,n01672432_2320,n01672432,False,train,182,236,Spiny Softshell,,
8208,n01672432_2322,n01672432,False,train,600,439,Spiny Softshell,,
8209,n01672432_2334,n01672432,False,train,180,121,Spiny Softshell,,
8210,n01672432_2336,n01672432,False,val,196,108,Spiny Softshell,,
8211,n01672432_2351,n01672432,False,train,800,600,Spiny Softshell,,
8212,n01672432_2371,n01672432,False,train,420,240,Spiny Softshell,,
8213,n01672432_2373,n01672432,False,train,160,107,Spiny Softshell,,
8214,n01672432_2374,n01672432,False,train,308,282,Spiny Softshell,,
8215,n01672432_2405,n01672432,False,train,500,375,Spiny Softshell,,
8216,n01672432_2415,n01672432,False,train,585,497,Spiny Softshell,,
8217,n01672432_2465,n01672432,False,val,340,227,Spiny Softshell,,
8218,n01672432_2467,n01672432,False,train,504,335,Spiny Softshell,,
8219,n01672432_2499,n01672432,False,train,244,164,Spiny Softshell,,
8220,n01672432_2501,n01672432,False,test,640,480,Spiny Softshell,,
8221,n01672432_2546,n01672432,False,train,576,398,Spiny Softshell,,
8222,n01672432_2555,n01672432,False,val,85,130,Spiny Softshell,,
8223,n01672432_2557,n01672432,False,train,143,107,Spiny Softshell,,
8224,n01672432_2573,n01672432,False,test,177,150,Spiny Softshell,,
8225,n01672432_2589,n01672432,False,test,300,225,Spiny Softshell,,
8226,n01672432_2591,n01672432,False,train,340,210,Spiny Softshell,,
8227,n01672432_2612,n01672432,False,val,500,375,Spiny Softshell,,
8228,n01672432_2660,n01672432,False,train,1280,775,Spiny Softshell,,
8229,n01672432_2744,n01672432,False,val,350,243,Spiny Softshell,,
8230,n01672432_2787,n01672432,False,train,320,218,Spiny Softshell,,
8231,n01672432_2837,n01672432,False,train,300,250,Spiny Softshell,,
8232,n01672432_2839,n01672432,False,val,200,136,Spiny Softshell,,
8233,n01672432_2842,n01672432,False,val,640,480,Spiny Softshell,,
8234,n01672432_2855,n01672432,False,train,350,232,Spiny Softshell,,
8235,n01672432_2866,n01672432,False,train,307,238,Spiny Softshell,,
8236,n01672432_2885,n01672432,False,train,600,482,Spiny Softshell,,
8237,n01672432_2976,n01672432,False,train,130,88,Spiny Softshell,,
8238,n01672432_2977,n01672432,False,train,500,333,Spiny Softshell,,
8239,n01672432_2983,n01672432,False,val,275,170,Spiny Softshell,,
8240,n01672432_3012,n01672432,False,train,592,458,Spiny Softshell,,
8241,n01672432_3061,n01672432,False,train,320,240,Spiny Softshell,,
8242,n01672432_3173,n01672432,False,val,486,299,Spiny Softshell,,
8243,n01672432_3182,n01672432,False,val,200,178,Spiny Softshell,,
8244,n01672432_3220,n01672432,False,val,346,230,Spiny Softshell,,
8245,n01672432_3257,n01672432,False,test,640,480,Spiny Softshell,,
8246,n01672432_302,n01672432,False,train,500,375,Spiny Softshell,,
8247,n01672432_340,n01672432,False,train,500,332,Spiny Softshell,,
8248,n01672432_513,n01672432,False,val,500,333,Spiny Softshell,,
8249,n01672432_905,n01672432,False,train,500,400,Spiny Softshell,,
8250,n01672432_911,n01672432,False,test,333,500,Spiny Softshell,,
8251,n01672432_931,n01672432,False,train,500,400,Spiny Softshell,,
8252,n01672432_1169,n01672432,False,test,500,405,Spiny Softshell,,
8253,n01672432_1174,n01672432,False,val,500,315,Spiny Softshell,,
8254,n01672432_1245,n01672432,False,train,408,500,Spiny Softshell,,
8255,n01672432_1331,n01672432,False,train,500,333,Spiny Softshell,,
8256,n01672432_1662,n01672432,False,train,500,333,Spiny Softshell,,
8257,n01672432_1792,n01672432,False,train,500,288,Spiny Softshell,,
8258,n01672432_1874,n01672432,False,train,500,375,Spiny Softshell,,
8259,n01672432_1895,n01672432,False,train,500,333,Spiny Softshell,,
8260,n01672432_2017,n01672432,False,train,500,375,Spiny Softshell,,
8261,n01672432_2253,n01672432,False,train,500,375,Spiny Softshell,,
8262,n01672432_2395,n01672432,False,train,500,375,Spiny Softshell,,
8263,n01672432_2732,n01672432,False,train,500,375,Spiny Softshell,,
8264,n01672432_3076,n01672432,False,test,500,333,Spiny Softshell,,
8265,n01672432_3190,n01672432,False,train,500,375,Spiny Softshell,,
8266,n01670535_7274,n01670535,False,train,320,240,European Tortoise,,
8267,n01670535_7299,n01670535,False,train,1024,768,European Tortoise,,
8268,n01670535_8409,n01670535,False,train,904,600,European Tortoise,,
8269,n01670535_1035,n01670535,False,train,150,112,European Tortoise,,
8270,n01670535_1310,n01670535,False,train,800,534,European Tortoise,,
8271,n01670535_3698,n01670535,False,train,1600,1200,European Tortoise,,
8272,n01670535_3700,n01670535,False,val,640,480,European Tortoise,,
8273,n01670535_5730,n01670535,False,train,800,637,European Tortoise,,
8274,n01670535_5860,n01670535,False,train,600,325,European Tortoise,,
8275,n01670535_6011,n01670535,False,test,1280,960,European Tortoise,,
8276,n01670535_6059,n01670535,False,val,600,450,European Tortoise,,
8277,n01670535_6115,n01670535,False,test,133,100,European Tortoise,,
8278,n01670535_6216,n01670535,False,train,364,285,European Tortoise,,
8279,n01670535_6571,n01670535,False,test,480,321,European Tortoise,,
8280,n01670535_6573,n01670535,False,val,500,375,European Tortoise,,
8281,n01670535_6624,n01670535,False,train,1000,1312,European Tortoise,,
8282,n01670535_6627,n01670535,False,train,423,357,European Tortoise,,
8283,n01670535_6748,n01670535,False,test,180,180,European Tortoise,,
8284,n01670535_6859,n01670535,False,test,320,240,European Tortoise,,
8285,n01670535_6908,n01670535,False,train,723,964,European Tortoise,,
8286,n01670535_7488,n01670535,False,train,594,792,European Tortoise,,
8287,n01670535_7490,n01670535,False,train,264,199,European Tortoise,,
8288,n01670535_7607,n01670535,False,train,160,107,European Tortoise,,
8289,n01670535_7757,n01670535,False,val,800,600,European Tortoise,,
8290,n01670535_7869,n01670535,False,train,159,164,European Tortoise,,
8291,n01670535_148,n01670535,False,train,100,75,European Tortoise,,
8292,n01670535_222,n01670535,False,test,258,165,European Tortoise,,
8293,n01670535_239,n01670535,False,train,280,285,European Tortoise,,
8294,n01670535_403,n01670535,False,test,725,564,European Tortoise,,
8295,n01670535_443,n01670535,False,val,160,161,European Tortoise,,
8296,n01670535_572,n01670535,False,train,360,270,European Tortoise,,
8297,n01670535_574,n01670535,False,train,640,480,European Tortoise,,
8298,n01670535_581,n01670535,False,test,352,288,European Tortoise,,
8299,n01670535_680,n01670535,False,train,640,480,European Tortoise,,
8300,n01670535_697,n01670535,False,test,201,212,European Tortoise,,
8301,n01670535_700,n01670535,False,train,130,100,European Tortoise,,
8302,n01670535_710,n01670535,False,val,100,75,European Tortoise,,
8303,n01670535_783,n01670535,False,train,400,284,European Tortoise,,
8304,n01670535_791,n01670535,False,train,130,87,European Tortoise,,
8305,n01670535_808,n01670535,False,train,200,140,European Tortoise,,
8306,n01670535_1036,n01670535,False,train,345,500,European Tortoise,,
8307,n01670535_1040,n01670535,False,train,500,455,European Tortoise,,
8308,n01670535_1114,n01670535,False,val,199,138,European Tortoise,,
8309,n01670535_1299,n01670535,False,val,300,225,European Tortoise,,
8310,n01670535_1305,n01670535,False,train,250,151,European Tortoise,,
8311,n01670535_1379,n01670535,False,train,288,202,European Tortoise,,
8312,n01670535_1410,n01670535,False,train,135,112,European Tortoise,,
8313,n01670535_1425,n01670535,False,train,417,248,European Tortoise,,
8314,n01670535_1542,n01670535,False,val,215,153,European Tortoise,,
8315,n01670535_1660,n01670535,False,val,500,333,European Tortoise,,
8316,n01670535_1802,n01670535,False,train,500,375,European Tortoise,,
8317,n01670535_2067,n01670535,False,val,190,500,European Tortoise,,
8318,n01670535_2100,n01670535,False,train,160,107,European Tortoise,,
8319,n01670535_2179,n01670535,False,val,500,333,European Tortoise,,
8320,n01670535_2304,n01670535,False,test,150,112,European Tortoise,,
8321,n01670535_2329,n01670535,False,val,150,100,European Tortoise,,
8322,n01670535_2419,n01670535,False,val,500,333,European Tortoise,,
8323,n01670535_2501,n01670535,False,val,432,644,European Tortoise,,
8324,n01670535_2581,n01670535,False,val,500,375,European Tortoise,,
8325,n01670535_2673,n01670535,False,val,100,75,European Tortoise,,
8326,n01670535_2735,n01670535,False,train,244,183,European Tortoise,,
8327,n01670535_2765,n01670535,False,train,640,480,European Tortoise,,
8328,n01670535_2812,n01670535,False,train,500,333,European Tortoise,,
8329,n01670535_2832,n01670535,False,test,130,87,European Tortoise,,
8330,n01670535_2836,n01670535,False,train,600,450,European Tortoise,,
8331,n01670535_2899,n01670535,False,test,600,449,European Tortoise,,
8332,n01670535_2979,n01670535,False,train,400,269,European Tortoise,,
8333,n01670535_3142,n01670535,False,train,500,375,European Tortoise,,
8334,n01670535_3175,n01670535,False,train,640,480,European Tortoise,,
8335,n01670535_3184,n01670535,False,test,500,334,European Tortoise,,
8336,n01670535_3274,n01670535,False,train,320,207,European Tortoise,,
8337,n01670535_3358,n01670535,False,train,370,388,European Tortoise,,
8338,n01670535_3572,n01670535,False,train,240,180,European Tortoise,,
8339,n01670535_3771,n01670535,False,test,500,333,European Tortoise,,
8340,n01670535_3849,n01670535,False,train,1078,638,European Tortoise,,
8341,n01670535_3900,n01670535,False,val,130,87,European Tortoise,,
8342,n01670535_3938,n01670535,False,train,500,333,European Tortoise,,
8343,n01670535_3952,n01670535,False,train,953,715,European Tortoise,,
8344,n01670535_4040,n01670535,False,train,215,300,European Tortoise,,
8345,n01670535_4151,n01670535,False,val,100,100,European Tortoise,,
8346,n01670535_4230,n01670535,False,train,288,212,European Tortoise,,
8347,n01670535_4236,n01670535,False,train,328,500,European Tortoise,,
8348,n01670535_4262,n01670535,False,train,333,500,European Tortoise,,
8349,n01670535_4303,n01670535,False,train,120,99,European Tortoise,,
8350,n01670535_4418,n01670535,False,train,100,75,European Tortoise,,
8351,n01670535_4506,n01670535,False,train,728,549,European Tortoise,,
8352,n01670535_4633,n01670535,False,test,500,333,European Tortoise,,
8353,n01670535_4641,n01670535,False,train,640,480,European Tortoise,,
8354,n01670535_5485,n01670535,False,train,500,483,European Tortoise,,
8355,n01670535_5991,n01670535,False,test,500,333,European Tortoise,,
8356,n01670535_6235,n01670535,False,train,500,375,European Tortoise,,
8357,n01670535_6425,n01670535,False,test,500,375,European Tortoise,,
8358,n01670535_7937,n01670535,False,test,500,375,European Tortoise,,
8359,n01670535_8080,n01670535,False,test,500,375,European Tortoise,,
8360,n01670535_8841,n01670535,False,train,500,403,European Tortoise,,
8361,n01670535_9281,n01670535,False,test,500,500,European Tortoise,,
8362,n01670535_2576,n01670535,False,train,600,428,European Tortoise,,
8363,n01670535_28,n01670535,False,train,269,196,European Tortoise,,
8364,n01670535_34,n01670535,False,train,200,226,European Tortoise,,
8365,n01670535_43,n01670535,False,test,293,180,European Tortoise,,
8366,n01670535_45,n01670535,False,train,215,284,European Tortoise,,
8367,n01670535_58,n01670535,False,val,375,500,European Tortoise,,
8368,n01670535_67,n01670535,False,train,130,97,European Tortoise,,
8369,n01670535_79,n01670535,False,val,160,120,European Tortoise,,
8370,n01670535_93,n01670535,False,val,160,112,European Tortoise,,
8371,n01670535_104,n01670535,False,val,276,187,European Tortoise,,
8372,n01670535_136,n01670535,False,train,323,172,European Tortoise,,
8373,n01670535_154,n01670535,False,train,160,107,European Tortoise,,
8374,n01670535_169,n01670535,False,train,600,465,European Tortoise,,
8375,n01670535_219,n01670535,False,test,500,375,European Tortoise,,
8376,n01670535_234,n01670535,False,test,130,128,European Tortoise,,
8377,n01670535_235,n01670535,False,train,500,375,European Tortoise,,
8378,n01670535_242,n01670535,False,test,286,202,European Tortoise,,
8379,n01670535_268,n01670535,False,train,160,160,European Tortoise,,
8380,n01670535_273,n01670535,False,train,500,375,European Tortoise,,
8381,n01670535_297,n01670535,False,train,3264,2448,European Tortoise,,
8382,n01670535_298,n01670535,False,train,160,160,European Tortoise,,
8383,n01670535_299,n01670535,False,train,125,93,European Tortoise,,
8384,n01670535_311,n01670535,False,test,640,480,European Tortoise,,
8385,n01670535_327,n01670535,False,val,800,599,European Tortoise,,
8386,n01670535_337,n01670535,False,val,193,182,European Tortoise,,
8387,n01670535_382,n01670535,False,val,320,240,European Tortoise,,
8388,n01670535_389,n01670535,False,train,640,480,European Tortoise,,
8389,n01670535_408,n01670535,False,test,100,82,European Tortoise,,
8390,n01670535_425,n01670535,False,train,199,121,European Tortoise,,
8391,n01670535_434,n01670535,False,train,174,245,European Tortoise,,
8392,n01670535_436,n01670535,False,val,1600,1200,European Tortoise,,
8393,n01670535_445,n01670535,False,val,420,291,European Tortoise,,
8394,n01670535_454,n01670535,False,train,500,450,European Tortoise,,
8395,n01670535_455,n01670535,False,test,640,480,European Tortoise,,
8396,n01670535_461,n01670535,False,train,333,250,European Tortoise,,
8397,n01670535_462,n01670535,False,test,100,75,European Tortoise,,
8398,n01670535_470,n01670535,False,train,300,225,European Tortoise,,
8399,n01670535_473,n01670535,False,train,800,600,European Tortoise,,
8400,n01670535_474,n01670535,False,test,320,240,European Tortoise,,
8401,n01670535_482,n01670535,False,test,600,450,European Tortoise,,
8402,n01670535_487,n01670535,False,val,1600,1200,European Tortoise,,
8403,n01670535_517,n01670535,False,test,600,450,European Tortoise,,
8404,n01670535_527,n01670535,False,train,500,333,European Tortoise,,
8405,n01670535_529,n01670535,False,val,145,108,European Tortoise,,
8406,n01670535_542,n01670535,False,train,800,600,European Tortoise,,
8407,n01670535_552,n01670535,False,val,400,301,European Tortoise,,
8408,n01670535_555,n01670535,False,train,500,375,European Tortoise,,
8409,n01670535_557,n01670535,False,test,448,310,European Tortoise,,
8410,n01670535_586,n01670535,False,train,227,480,European Tortoise,,
8411,n01670535_601,n01670535,False,train,537,340,European Tortoise,,
8412,n01670535_649,n01670535,False,train,400,300,European Tortoise,,
8413,n01670535_657,n01670535,False,val,500,320,European Tortoise,,
8414,n01670535_661,n01670535,False,train,175,131,European Tortoise,,
8415,n01670535_677,n01670535,False,train,390,480,European Tortoise,,
8416,n01670535_719,n01670535,False,train,600,399,European Tortoise,,
8417,n01670535_733,n01670535,False,test,586,439,European Tortoise,,
8418,n01670535_735,n01670535,False,train,567,397,European Tortoise,,
8419,n01670535_746,n01670535,False,train,500,333,European Tortoise,,
8420,n01670535_752,n01670535,False,train,500,358,European Tortoise,,
8421,n01670535_758,n01670535,False,train,150,216,European Tortoise,,
8422,n01670535_787,n01670535,False,train,180,189,European Tortoise,,
8423,n01670535_793,n01670535,False,val,244,167,European Tortoise,,
8424,n01670535_814,n01670535,False,test,135,100,European Tortoise,,
8425,n01670535_827,n01670535,False,test,595,446,European Tortoise,,
8426,n01670535_865,n01670535,False,test,333,250,European Tortoise,,
8427,n01670535_872,n01670535,False,train,600,450,European Tortoise,,
8428,n01670535_877,n01670535,False,test,123,92,European Tortoise,,
8429,n01670535_899,n01670535,False,train,116,76,European Tortoise,,
8430,n01670535_950,n01670535,False,train,640,425,European Tortoise,,
8431,n01670535_953,n01670535,False,train,533,400,European Tortoise,,
8432,n01670535_966,n01670535,False,val,500,333,European Tortoise,,
8433,n01670535_978,n01670535,False,train,800,534,European Tortoise,,
8434,n01670535_1001,n01670535,False,train,295,295,European Tortoise,,
8435,n01670535_1007,n01670535,False,test,720,576,European Tortoise,,
8436,n01670535_1019,n01670535,False,test,430,600,European Tortoise,,
8437,n01670535_1049,n01670535,False,train,640,480,European Tortoise,,
8438,n01670535_1063,n01670535,False,train,640,480,European Tortoise,,
8439,n01670535_1121,n01670535,False,test,500,375,European Tortoise,,
8440,n01670535_1139,n01670535,False,train,400,300,European Tortoise,,
8441,n01670535_1190,n01670535,False,train,500,333,European Tortoise,,
8442,n01670535_1193,n01670535,False,val,500,375,European Tortoise,,
